Format,Type,team_name,player_id,player_name,average_pts,average_minutes,overall_average_ppp,element_name,percentage_of_time,type_ppp,field_goal_percentage
Offensive,Weakness,DominicanIL,81,Tim_Robertson,14.79166667,25.625,0.843,Hand Off,0.018,0.5,0.167
Offensive,Weakness,DominicanIL,81,Tim_Robertson,14.79166667,25.625,0.843,Post-Up,0.281,0.795,0.367
Offensive,Weakness,DominicanIL,81,Tim_Robertson,14.79166667,25.625,0.843,Spot Up,0.168,0.712,0.34
Offensive,Weakness,DominicanIL,81,Tim_Robertson,14.79166667,25.625,0.843,Off Screen,0.048,0.619,0.3
Offensive,Weakness,Fontbonne,117,Thomas_Ritter,7.1875,16.875,0.974,P&R Roll Man,0.009,0,0
Offensive,Weakness,Fontbonne,117,Thomas_Ritter,7.1875,16.875,0.974,Spot Up,0.272,0.968,0.323
Offensive,Weakness,Fontbonne,117,Thomas_Ritter,7.1875,16.875,0.974,Isolation,0.009,0,0
Offensive,Weakness,Fontbonne,117,Thomas_Ritter,7.1875,16.875,0.974,Miscellaneous,0.105,0.167,1
Offensive,Weakness,Fontbonne,117,Thomas_Ritter,7.1875,16.875,0.974,P&R Ball Handler,0.009,0,0
Offensive,Weakness,Kalamazoo,229,Thomas_Cook,1.1875,5.5625,0.528,Miscellaneous,0.139,0,
Offensive,Weakness,Kalamazoo,229,Thomas_Cook,1.1875,5.5625,0.528,Cut,0.194,0.286,0
Offensive,Weakness,Kalamazoo,229,Thomas_Cook,1.1875,5.5625,0.528,P&R Roll Man,0.028,0,
Offensive,Weakness,MSOE,165,Tegan_Miles,10.38461538,27.38461538,0.989,P&R Roll Man,0.103,0.821,0.429
Offensive,Weakness,MSOE,165,Tegan_Miles,10.38461538,27.38461538,0.989,Miscellaneous,0.055,0.4,0
Offensive,Weakness,MSOE,165,Tegan_Miles,10.38461538,27.38461538,0.989,Spot Up,0.048,0.846,0.333
Offensive,Weakness,MSOE,165,Tegan_Miles,10.38461538,27.38461538,0.989,Post-Up,0.465,0.921,0.539
Offensive,Weakness,MSOE,165,Tegan_Miles,10.38461538,27.38461538,0.989,Transition,0.04,0.909,0.667
Offensive,Weakness,Rose-Hulman,297,Taylor_Heil,1,3.5,0.8,Cut,0.2,0,0
Offensive,Weakness,Rose-Hulman,297,Taylor_Heil,1,3.5,0.8,Miscellaneous,0.2,0,
Offensive,Weakness,Rose-Hulman,297,Taylor_Heil,1,3.5,0.8,Post-Up,0.2,0,0
Offensive,Weakness,Roosevelt,178,Tariq_Archibald,2,3,1,Miscellaneous,0.5,0,
Offensive,Weakness,UWPlatteville,268,Tanner_Hudziak,2.071428571,2.285714286,1.45,Transition,0.05,0,
Offensive,Weakness,UWPlatteville,268,Tanner_Hudziak,2.071428571,2.285714286,1.45,Miscellaneous,0.3,0.333,1
Offensive,Weakness,Kalamazoo,228,Tanner_Blyly,9.52,30.2,0.764,Cut,0.025,0.75,0.375
Offensive,Weakness,Kalamazoo,228,Tanner_Blyly,9.52,30.2,0.764,Hand Off,0.022,0.286,0.143
Offensive,Weakness,Kalamazoo,228,Tanner_Blyly,9.52,30.2,0.764,Miscellaneous,0.115,0.583,0.5
Offensive,Weakness,Kalamazoo,228,Tanner_Blyly,9.52,30.2,0.764,Spot Up,0.309,0.722,0.359
Offensive,Weakness,Kalamazoo,228,Tanner_Blyly,9.52,30.2,0.764,Offensive Rebounds (put backs),0.013,0.5,0.25
Offensive,Weakness,Kalamazoo,228,Tanner_Blyly,9.52,30.2,0.764,Isolation,0.048,0.667,0.308
Offensive,Weakness,Kalamazoo,228,Tanner_Blyly,9.52,30.2,0.764,Off Screen,0.067,0.714,0.294
Offensive,Weakness,Carthage,31,Steve_Leazer,3.04,16.48,0.685,P&R Ball Handler,0.018,0,0
Offensive,Weakness,Carthage,31,Steve_Leazer,3.04,16.48,0.685,Offensive Rebounds (put backs),0.027,0.667,0.5
Offensive,Weakness,Carthage,31,Steve_Leazer,3.04,16.48,0.685,Spot Up,0.523,0.586,0.204
Offensive,Weakness,Carthage,31,Steve_Leazer,3.04,16.48,0.685,Off Screen,0.018,0,0
Offensive,Weakness,Carthage,31,Steve_Leazer,3.04,16.48,0.685,Isolation,0.018,0,0
Offensive,Weakness,Carthage,31,Steve_Leazer,3.04,16.48,0.685,Hand Off,0.009,0,0
Offensive,Weakness,Rose-Hulman,296,Stephen_Schueth,5.666666667,24.44444444,0.87,Cut,0.051,0.222,0.2
Offensive,Weakness,Rose-Hulman,296,Stephen_Schueth,5.666666667,24.44444444,0.87,Off Screen,0.113,0.75,0.316
Offensive,Weakness,Rose-Hulman,296,Stephen_Schueth,5.666666667,24.44444444,0.87,P&R Ball Handler,0.096,0.588,0.273
Offensive,Weakness,Rose-Hulman,296,Stephen_Schueth,5.666666667,24.44444444,0.87,Miscellaneous,0.107,0.789,0
Offensive,Weakness,EastWest,100,Stanley_Thomas,3,14,0.545,Offensive Rebounds (put backs),0.273,0,0
Offensive,Weakness,EastWest,100,Stanley_Thomas,3,14,0.545,Post-Up,0.364,0,0
Offensive,Weakness,GustavusAdolphus,310,Spencer_Tollefson,4.125,16.625,0.737,Offensive Rebounds (put backs),0.03,0,0
Offensive,Weakness,GustavusAdolphus,310,Spencer_Tollefson,4.125,16.625,0.737,Miscellaneous,0.098,0.385,0
Offensive,Weakness,GustavusAdolphus,310,Spencer_Tollefson,4.125,16.625,0.737,Post-Up,0.038,0.6,0.333
Offensive,Weakness,GustavusAdolphus,310,Spencer_Tollefson,4.125,16.625,0.737,Cut,0.12,0.625,0.364
Offensive,Weakness,WheatonIL,208,Spencer_Peterson,4.958333333,14.45833333,0.907,Off Screen,0.062,0.375,0.167
Offensive,Weakness,WheatonIL,208,Spencer_Peterson,4.958333333,14.45833333,0.907,Hand Off,0.008,0,0
Offensive,Weakness,WheatonIL,208,Spencer_Peterson,4.958333333,14.45833333,0.907,Post-Up,0.109,0.643,0.444
Offensive,Weakness,WheatonIL,208,Spencer_Peterson,4.958333333,14.45833333,0.907,Miscellaneous,0.093,0.833,0
Offensive,Weakness,WheatonIL,208,Spencer_Peterson,4.958333333,14.45833333,0.907,Spot Up,0.341,0.659,0.289
Offensive,Weakness,OlivetCollege,283,Sirafino_Davis,2.173913043,13.95652174,0.75,P&R Roll Man,0.083,0.5,0.2
Offensive,Weakness,OlivetCollege,283,Sirafino_Davis,2.173913043,13.95652174,0.75,Post-Up,0.042,0,0
Offensive,Weakness,OlivetCollege,283,Sirafino_Davis,2.173913043,13.95652174,0.75,Offensive Rebounds (put backs),0.236,0.706,0.385
Offensive,Weakness,OlivetCollege,283,Sirafino_Davis,2.173913043,13.95652174,0.75,Miscellaneous,0.194,0.5,1
Offensive,Weakness,EastWest,99,Sherman_Carter,15.92857143,22.71428571,0.752,P&R Ball Handler,0.148,0.372,0.214
Offensive,Weakness,EastWest,99,Sherman_Carter,15.92857143,22.71428571,0.752,Miscellaneous,0.048,0.643,0.75
Offensive,Weakness,EastWest,99,Sherman_Carter,15.92857143,22.71428571,0.752,Off Screen,0.059,0.706,0.385
Offensive,Weakness,EastWest,99,Sherman_Carter,15.92857143,22.71428571,0.752,Isolation,0.117,0.676,0.28
Offensive,Weakness,EastWest,98,Sherman_Brown,2.454545455,6.090909091,0.683,P&R Ball Handler,0.024,0,0
Offensive,Weakness,EastWest,98,Sherman_Brown,2.454545455,6.090909091,0.683,Offensive Rebounds (put backs),0.073,0.667,0.5
Offensive,Weakness,EastWest,98,Sherman_Brown,2.454545455,6.090909091,0.683,Transition,0.024,0,0
Offensive,Weakness,EastWest,98,Sherman_Brown,2.454545455,6.090909091,0.683,Isolation,0.195,0.375,0.2
Offensive,Weakness,EastWest,98,Sherman_Brown,2.454545455,6.090909091,0.683,Spot Up,0.146,0.5,0
Offensive,Weakness,EastWest,98,Sherman_Brown,2.454545455,6.090909091,0.683,Post-Up,0.195,0.5,0.286
Offensive,Weakness,EastWest,98,Sherman_Brown,2.454545455,6.090909091,0.683,Miscellaneous,0.122,0.2,
Offensive,Weakness,Knox,135,Sean_Pollock,0.4,2.1,0.667,P&R Roll Man,0.167,0,0
Offensive,Weakness,Knox,135,Sean_Pollock,0.4,2.1,0.667,Hand Off,0.167,0,0
Offensive,Weakness,Knox,135,Sean_Pollock,0.4,2.1,0.667,Miscellaneous,0.167,0,
Offensive,Weakness,Carthage,30,Sean_Johnson,3.826086957,15.7826087,0.906,P&R Roll Man,0.083,0.375,0.2
Offensive,Weakness,Carthage,30,Sean_Johnson,3.826086957,15.7826087,0.906,Post-Up,0.229,0.773,0.421
Offensive,Weakness,Carthage,30,Sean_Johnson,3.826086957,15.7826087,0.906,Miscellaneous,0.094,0.333,
Offensive,Weakness,Carthage,30,Sean_Johnson,3.826086957,15.7826087,0.906,Off Screen,0.01,0,0
Offensive,Weakness,DominicanIL,80,Sean_Ek,2.411764706,13.11764706,0.726,Spot Up,0.274,0.353,0.143
Offensive,Weakness,DominicanIL,80,Sean_Ek,2.411764706,13.11764706,0.726,Miscellaneous,0.129,0.25,0
Offensive,Weakness,NorthPark,248,Scott_Olsen,1.590909091,9.590909091,0.7,P&R Roll Man,0.06,0,0
Offensive,Weakness,NorthPark,248,Scott_Olsen,1.590909091,9.590909091,0.7,Off Screen,0.08,0.5,0.333
Offensive,Weakness,NorthPark,248,Scott_Olsen,1.590909091,9.590909091,0.7,Cut,0.06,0,0
Offensive,Weakness,NorthPark,248,Scott_Olsen,1.590909091,9.590909091,0.7,Miscellaneous,0.1,0,
Offensive,Weakness,CornellCollege,67,Scott_Gasik,3.5,7,1.167,P&R Ball Handler,0.111,0,0
Offensive,Weakness,CornellCollege,67,Scott_Gasik,3.5,7,1.167,P&R Roll Man,0.167,1,0.333
Offensive,Weakness,CornellCollege,67,Scott_Gasik,3.5,7,1.167,Transition,0.167,1,1
Offensive,Weakness,CornellCollege,67,Scott_Gasik,3.5,7,1.167,Off Screen,0.056,0,0
Offensive,Weakness,GustavusAdolphus,309,Schuyler_Thompson,2.3125,9.3125,0.627,P&R Roll Man,0.017,0,0
Offensive,Weakness,GustavusAdolphus,309,Schuyler_Thompson,2.3125,9.3125,0.627,Off Screen,0.136,0.625,0.286
Offensive,Weakness,GustavusAdolphus,309,Schuyler_Thompson,2.3125,9.3125,0.627,Miscellaneous,0.017,0,
Offensive,Weakness,GustavusAdolphus,309,Schuyler_Thompson,2.3125,9.3125,0.627,Spot Up,0.169,0,0
Offensive,Weakness,GustavusAdolphus,309,Schuyler_Thompson,2.3125,9.3125,0.627,Post-Up,0.186,0.545,0.375
Offensive,Weakness,EastWest,97,Scherone_Clarke,0.444444444,1.777777778,0.5,P&R Roll Man,0.045,0,0
Offensive,Weakness,EastWest,97,Scherone_Clarke,0.444444444,1.777777778,0.5,Offensive Rebounds (put backs),0.136,0,0
Offensive,Weakness,EastWest,97,Scherone_Clarke,0.444444444,1.777777778,0.5,Miscellaneous,0.227,0,
Offensive,Weakness,EastWest,97,Scherone_Clarke,0.444444444,1.777777778,0.5,Spot Up,0.045,0,0
Offensive,Weakness,MSOE,164,Sammy_Linn,5.125,12.58333333,0.687,Cut,0.067,0.5,0.25
Offensive,Weakness,MSOE,164,Sammy_Linn,5.125,12.58333333,0.687,Miscellaneous,0.073,0,0
Offensive,Weakness,MSOE,164,Sammy_Linn,5.125,12.58333333,0.687,Post-Up,0.056,0.3,0.167
Offensive,Weakness,MSOE,164,Sammy_Linn,5.125,12.58333333,0.687,Spot Up,0.341,0.639,0.372
Offensive,Weakness,MSOE,164,Sammy_Linn,5.125,12.58333333,0.687,Transition,0.117,0.667,0.545
Offensive,Weakness,MSOE,164,Sammy_Linn,5.125,12.58333333,0.687,P&R Ball Handler,0.089,0.438,0.25
Offensive,Weakness,Chicago,49,Sam_Sustacek,4,10.44,0.962,Hand Off,0.01,0,0
Offensive,Weakness,Chicago,49,Sam_Sustacek,4,10.44,0.962,Miscellaneous,0.125,0.692,
Offensive,Weakness,Chicago,49,Sam_Sustacek,4,10.44,0.962,Cut,0.183,0.842,0.471
Offensive,Weakness,Chicago,49,Sam_Sustacek,4,10.44,0.962,Post-Up,0.26,0.741,0.529
Offensive,Weakness,GustavusAdolphus,308,Sam_DuBois,1.235294118,8.529411765,0.724,Cut,0.172,0.6,0.25
Offensive,Weakness,GustavusAdolphus,308,Sam_DuBois,1.235294118,8.529411765,0.724,Miscellaneous,0.241,0,0
Offensive,Weakness,GustavusAdolphus,308,Sam_DuBois,1.235294118,8.529411765,0.724,Hand Off,0.034,0,0
Offensive,Weakness,GustavusAdolphus,308,Sam_DuBois,1.235294118,8.529411765,0.724,Post-Up,0.034,0,0
Offensive,Weakness,Rose-Hulman,295,Ryuji_Aoki,9.740740741,15.2962963,1.004,Hand Off,0.015,0.5,0.5
Offensive,Weakness,Rose-Hulman,295,Ryuji_Aoki,9.740740741,15.2962963,1.004,Cut,0.023,1,0.5
Offensive,Weakness,Rose-Hulman,295,Ryuji_Aoki,9.740740741,15.2962963,1.004,Offensive Rebounds (put backs),0.008,1,0
Offensive,Weakness,Rose-Hulman,295,Ryuji_Aoki,9.740740741,15.2962963,1.004,Miscellaneous,0.072,0.579,0
Offensive,Weakness,Rose-Hulman,295,Ryuji_Aoki,9.740740741,15.2962963,1.004,Isolation,0.091,0.875,0.364
Offensive,Weakness,Rose-Hulman,295,Ryuji_Aoki,9.740740741,15.2962963,1.004,P&R Roll Man,0.004,0,0
Offensive,Weakness,Rose-Hulman,295,Ryuji_Aoki,9.740740741,15.2962963,1.004,P&R Ball Handler,0.163,0.93,0.455
Offensive,Weakness,Albion,16,Ryan_Lowe,7.173913043,14.39130435,1.078,Miscellaneous,0.046,0.714,1
Offensive,Weakness,Albion,16,Ryan_Lowe,7.173913043,14.39130435,1.078,Post-Up,0.562,0.919,0.615
Offensive,Weakness,Albion,16,Ryan_Lowe,7.173913043,14.39130435,1.078,P&R Roll Man,0.013,1,0.5
Offensive,Weakness,Chicago,47,Ryan_Jacobsen,7.272727273,20.86363636,0.907,Spot Up,0.151,0.654,0.294
Offensive,Weakness,Chicago,47,Ryan_Jacobsen,7.272727273,20.86363636,0.907,Miscellaneous,0.122,0.429,0.667
Offensive,Weakness,Chicago,47,Ryan_Jacobsen,7.272727273,20.86363636,0.907,Hand Off,0.006,0,
Offensive,Weakness,Chicago,47,Ryan_Jacobsen,7.272727273,20.86363636,0.907,Off Screen,0.006,0,0
Offensive,Weakness,Chicago,47,Ryan_Jacobsen,7.272727273,20.86363636,0.907,Offensive Rebounds (put backs),0.128,0.682,0.357
Offensive,Weakness,DominicanIL,79,Rory_Cunningham,1.833333333,7.25,0.629,Cut,0.229,0.5,0.25
Offensive,Weakness,DominicanIL,79,Rory_Cunningham,1.833333333,7.25,0.629,Spot Up,0.314,0.545,0.273
Offensive,Weakness,DominicanIL,79,Rory_Cunningham,1.833333333,7.25,0.629,Miscellaneous,0.143,0.4,
Offensive,Weakness,DominicanIL,79,Rory_Cunningham,1.833333333,7.25,0.629,Post-Up,0.029,0,
Offensive,Weakness,Wabash,196,Ronald_Ryan,0.5,4.333333333,0.429,Transition,0.143,0,0
Offensive,Weakness,Wabash,196,Ronald_Ryan,0.5,4.333333333,0.429,P&R Ball Handler,0.143,0,
Offensive,Weakness,Wabash,196,Ronald_Ryan,0.5,4.333333333,0.429,Isolation,0.143,0,0
Offensive,Weakness,EastWest,96,Roland_Watkins,1.25,4.916666667,0.591,P&R Roll Man,0.045,0,0
Offensive,Weakness,EastWest,96,Roland_Watkins,1.25,4.916666667,0.591,Hand Off,0.045,0,0
Offensive,Weakness,EastWest,96,Roland_Watkins,1.25,4.916666667,0.591,Spot Up,0.136,0,0
Offensive,Weakness,EastWest,96,Roland_Watkins,1.25,4.916666667,0.591,Transition,0.273,0.333,0.25
Offensive,Weakness,EastWest,96,Roland_Watkins,1.25,4.916666667,0.591,P&R Ball Handler,0.045,0,0
Offensive,Weakness,EastWest,96,Roland_Watkins,1.25,4.916666667,0.591,Cut,0.045,0,0
Offensive,Weakness,Kalamazoo,227,Roger_Hood,7.6,20.92,0.789,Post-Up,0.004,0,0
Offensive,Weakness,Kalamazoo,227,Roger_Hood,7.6,20.92,0.789,Isolation,0.017,0.25,0
Offensive,Weakness,Kalamazoo,227,Roger_Hood,7.6,20.92,0.789,P&R Ball Handler,0.062,0.733,0.3
Offensive,Weakness,Kalamazoo,227,Roger_Hood,7.6,20.92,0.789,Miscellaneous,0.087,0,0
Offensive,Weakness,Kalamazoo,227,Roger_Hood,7.6,20.92,0.789,Hand Off,0.004,0,
Offensive,Weakness,Albion,15,Robert_Ryan,3.56,18.04,0.659,Miscellaneous,0.136,0.167,0
Offensive,Weakness,Albion,15,Robert_Ryan,3.56,18.04,0.659,Isolation,0.083,0.091,0
Offensive,Weakness,Albion,15,Robert_Ryan,3.56,18.04,0.659,P&R Ball Handler,0.076,0.3,0
Offensive,Weakness,Albion,15,Robert_Ryan,3.56,18.04,0.659,Hand Off,0.015,0,0
Offensive,Weakness,Albion,15,Robert_Ryan,3.56,18.04,0.659,Offensive Rebounds (put backs),0.008,0,
Offensive,Weakness,UWPlatteville,267,Robert_Duax,15.79310345,27,1.061,P&R Roll Man,0.033,0.429,0.273
Offensive,Weakness,UWPlatteville,267,Robert_Duax,15.79310345,27,1.061,Post-Up,0.085,0.833,0.478
Offensive,Weakness,UWPlatteville,267,Robert_Duax,15.79310345,27,1.061,Miscellaneous,0.066,0.786,0.667
Offensive,Weakness,UWPlatteville,267,Robert_Duax,15.79310345,27,1.061,Off Screen,0.061,0.846,0.455
Offensive,Weakness,UWPlatteville,267,Robert_Duax,15.79310345,27,1.061,Isolation,0.109,0.978,0.5
Offensive,Weakness,GustavusAdolphus,307,Riley_Sharbono,14.20833333,30.04166667,1.012,Miscellaneous,0.096,0.844,1
Offensive,Weakness,GustavusAdolphus,307,Riley_Sharbono,14.20833333,30.04166667,1.012,Isolation,0.066,0.636,0.25
Offensive,Weakness,GustavusAdolphus,307,Riley_Sharbono,14.20833333,30.04166667,1.012,Spot Up,0.289,1,0.415
Offensive,Weakness,GustavusAdolphus,307,Riley_Sharbono,14.20833333,30.04166667,1.012,Post-Up,0.042,0.714,0.5
Offensive,Weakness,GustavusAdolphus,307,Riley_Sharbono,14.20833333,30.04166667,1.012,Transition,0.145,1,0.389
Offensive,Weakness,GustavusAdolphus,307,Riley_Sharbono,14.20833333,30.04166667,1.012,P&R Ball Handler,0.057,0.947,0.467
Offensive,Weakness,WheatonIL,207,Ricky_Samuelson,15.65384615,32.23076923,1.249,Isolation,0.025,0.875,0.4
Offensive,Weakness,WheatonIL,207,Ricky_Samuelson,15.65384615,32.23076923,1.249,Hand Off,0.025,0.75,0.25
Offensive,Weakness,WheatonIL,207,Ricky_Samuelson,15.65384615,32.23076923,1.249,Miscellaneous,0.081,1.231,0.75
Offensive,Weakness,WheatonIL,207,Ricky_Samuelson,15.65384615,32.23076923,1.249,P&R Ball Handler,0.037,0.333,0.125
Offensive,Weakness,WheatonIL,207,Ricky_Samuelson,15.65384615,32.23076923,1.249,Transition,0.181,1.224,0.49
Offensive,Weakness,WheatonIL,207,Ricky_Samuelson,15.65384615,32.23076923,1.249,Post-Up,0.044,1.071,0.5
Offensive,Weakness,Wabash,195,Rhett_Helt,2,9.615384615,1,Post-Up,0.038,0,0
Offensive,Weakness,Wabash,195,Rhett_Helt,2,9.615384615,1,Isolation,0.038,0,0
Offensive,Weakness,Wabash,195,Rhett_Helt,2,9.615384615,1,Hand Off,0.038,0,
Offensive,Weakness,WheatonIL,206,Reagan_Jones,1.125,3.75,0.818,Spot Up,0.636,0.429,0.167
Offensive,Weakness,NorthPark,247,Raysean_Jones,0.5,4,0.2,Miscellaneous,0.2,0,
Offensive,Weakness,NorthPark,247,Raysean_Jones,0.5,4,0.2,Transition,0.4,0,0
Offensive,Weakness,NorthPark,247,Raysean_Jones,0.5,4,0.2,Spot Up,0.2,0,0
Offensive,Weakness,Albion,14,Quinton_Armstrong,8.434782609,16.91304348,0.961,Miscellaneous,0.059,0.583,
Offensive,Weakness,Albion,14,Quinton_Armstrong,8.434782609,16.91304348,0.961,Off Screen,0.005,0,
Offensive,Weakness,Albion,14,Quinton_Armstrong,8.434782609,16.91304348,0.961,Post-Up,0.441,0.844,0.507
Offensive,Weakness,Albion,14,Quinton_Armstrong,8.434782609,16.91304348,0.961,Spot Up,0.167,0.941,0.406
Offensive,Weakness,OlivetCollege,282,Quintin_Way,0.611111111,4.277777778,0.579,Hand Off,0.053,0,0
Offensive,Weakness,OlivetCollege,282,Quintin_Way,0.611111111,4.277777778,0.579,Offensive Rebounds (put backs),0.053,0,0
Offensive,Weakness,OlivetCollege,282,Quintin_Way,0.611111111,4.277777778,0.579,Miscellaneous,0.316,0.167,
Offensive,Weakness,OlivetCollege,282,Quintin_Way,0.611111111,4.277777778,0.579,Off Screen,0.053,0,0
Offensive,Weakness,NorthPark,246,Quinn_Williams,1.4,6.5,0.412,Spot Up,0.118,0,0
Offensive,Weakness,NorthPark,246,Quinn_Williams,1.4,6.5,0.412,Isolation,0.176,0.333,0.25
Offensive,Weakness,NorthPark,246,Quinn_Williams,1.4,6.5,0.412,Miscellaneous,0.029,0,
Offensive,Weakness,NorthPark,246,Quinn_Williams,1.4,6.5,0.412,Transition,0.324,0.364,0.2
Offensive,Weakness,NorthPark,246,Quinn_Williams,1.4,6.5,0.412,Off Screen,0.029,0,0
Offensive,Weakness,UWPlatteville,266,Quentin_Shields,10.17241379,20.55172414,1.018,Miscellaneous,0.116,0.818,0.5
Offensive,Weakness,UWPlatteville,266,Quentin_Shields,10.17241379,20.55172414,1.018,Isolation,0.092,0.654,0.235
Offensive,Weakness,UWPlatteville,266,Quentin_Shields,10.17241379,20.55172414,1.018,Post-Up,0.011,0.667,0
Offensive,Weakness,UWPlatteville,266,Quentin_Shields,10.17241379,20.55172414,1.018,Offensive Rebounds (put backs),0.028,0.875,0
Offensive,Weakness,UWPlatteville,266,Quentin_Shields,10.17241379,20.55172414,1.018,P&R Ball Handler,0.257,0.849,0.464
Offensive,Weakness,IllinoisTech,325,Quentin_Forberg,0.833333333,5.5,0.714,Transition,0.071,0,0
Offensive,Weakness,IllinoisTech,325,Quentin_Forberg,0.833333333,5.5,0.714,Spot Up,0.5,0.429,0.167
Offensive,Weakness,IllinoisTech,325,Quentin_Forberg,0.833333333,5.5,0.714,P&R Ball Handler,0.071,0,
Offensive,Weakness,GustavusAdolphus,306,Peter_Lundquist,3,6.153846154,1.147,Offensive Rebounds (put backs),0.059,1,0.5
Offensive,Weakness,GustavusAdolphus,306,Peter_Lundquist,3,6.153846154,1.147,Hand Off,0.029,0,0
Offensive,Weakness,GustavusAdolphus,306,Peter_Lundquist,3,6.153846154,1.147,Post-Up,0.412,0.643,0.333
Offensive,Weakness,GustavusAdolphus,306,Peter_Lundquist,3,6.153846154,1.147,Cut,0.088,0,0
Offensive,Weakness,GustavusAdolphus,306,Peter_Lundquist,3,6.153846154,1.147,Off Screen,0.059,1,0.5
Offensive,Weakness,EastWest,95,Patrick_Rucker,12.0625,21.375,0.919,Isolation,0.138,0.621,0.25
Offensive,Weakness,EastWest,95,Patrick_Rucker,12.0625,21.375,0.919,P&R Ball Handler,0.086,0.722,0.273
Offensive,Weakness,EastWest,95,Patrick_Rucker,12.0625,21.375,0.919,Miscellaneous,0.114,0.333,0.25
Offensive,Weakness,Wabash,194,Parker_Manges,5.578947368,23.68421053,0.795,P&R Ball Handler,0.091,0.333,0.25
Offensive,Weakness,Wabash,194,Parker_Manges,5.578947368,23.68421053,0.795,Off Screen,0.091,0.75,0.3
Offensive,Weakness,Wabash,194,Parker_Manges,5.578947368,23.68421053,0.795,Miscellaneous,0.045,0,0
Offensive,Weakness,Wabash,194,Parker_Manges,5.578947368,23.68421053,0.795,Isolation,0.03,0.5,0.25
Offensive,Weakness,IllinoisTech,324,Parker_Joncus,5.947368421,28.42105263,0.949,Miscellaneous,0.094,0.273,
Offensive,Weakness,IllinoisTech,324,Parker_Joncus,5.947368421,28.42105263,0.949,Cut,0.051,0.667,0.5
Offensive,Weakness,IllinoisTech,324,Parker_Joncus,5.947368421,28.42105263,0.949,Offensive Rebounds (put backs),0.043,0.4,0
Offensive,Weakness,Kalamazoo,226,Owen_Jozefowicz,0.666666667,2.166666667,0.8,Cut,0.2,0,0
Offensive,Weakness,Albion,13,Ojani_Echevarria,1.5,8.166666667,0.5,Off Screen,0.167,0,0
Offensive,Weakness,Albion,13,Ojani_Echevarria,1.5,8.166666667,0.5,P&R Ball Handler,0.111,0,0
Offensive,Weakness,Albion,13,Ojani_Echevarria,1.5,8.166666667,0.5,Miscellaneous,0.167,0,
Offensive,Weakness,MSOE,163,Nolan_Henton,4.653846154,23.73076923,0.833,P&R Roll Man,0.028,0.5,0.333
Offensive,Weakness,MSOE,163,Nolan_Henton,4.653846154,23.73076923,0.833,Post-Up,0.007,0,0
Offensive,Weakness,MSOE,163,Nolan_Henton,4.653846154,23.73076923,0.833,P&R Ball Handler,0.146,0.714,0.545
Offensive,Weakness,MSOE,163,Nolan_Henton,4.653846154,23.73076923,0.833,Miscellaneous,0.069,0.3,
Offensive,Weakness,MSOE,163,Nolan_Henton,4.653846154,23.73076923,0.833,Isolation,0.021,0.667,0.333
Offensive,Weakness,MSOE,163,Nolan_Henton,4.653846154,23.73076923,0.833,Cut,0.111,0.75,0.5
Offensive,Weakness,Chicago,45,Noah_Karras,9.36,23.84,0.844,Hand Off,0.133,0.714,0.265
Offensive,Weakness,Chicago,45,Noah_Karras,9.36,23.84,0.844,Spot Up,0.167,0.659,0.268
Offensive,Weakness,Chicago,45,Noah_Karras,9.36,23.84,0.844,P&R Roll Man,0.004,0,0
Offensive,Weakness,Chicago,45,Noah_Karras,9.36,23.84,0.844,Miscellaneous,0.065,0.471,0
Offensive,Weakness,Fontbonne,116,Noah_Coddington,7,17.42857143,0.879,Spot Up,0.206,0.682,0.278
Offensive,Weakness,Fontbonne,116,Noah_Coddington,7,17.42857143,0.879,Isolation,0.028,0.667,0.5
Offensive,Weakness,Fontbonne,116,Noah_Coddington,7,17.42857143,0.879,Offensive Rebounds (put backs),0.093,0.6,0.429
Offensive,Weakness,Fontbonne,116,Noah_Coddington,7,17.42857143,0.879,P&R Roll Man,0.019,0,0
Offensive,Weakness,Fontbonne,116,Noah_Coddington,7,17.42857143,0.879,Miscellaneous,0.121,0.538,
Offensive,Weakness,Rose-Hulman,294,Nick_McGrail,6.111111111,20.18518519,1.012,Miscellaneous,0.089,0.467,0.5
Offensive,Weakness,Rose-Hulman,294,Nick_McGrail,6.111111111,20.18518519,1.012,Post-Up,0.161,0.593,0.35
Offensive,Weakness,Rose-Hulman,294,Nick_McGrail,6.111111111,20.18518519,1.012,Off Screen,0.071,0.417,0.182
Offensive,Weakness,Rose-Hulman,294,Nick_McGrail,6.111111111,20.18518519,1.012,Isolation,0.006,0,0
Offensive,Weakness,DominicanIL,78,Nick_LaVere,4.916666667,18.16666667,0.819,Hand Off,0.035,0.8,0
Offensive,Weakness,DominicanIL,78,Nick_LaVere,4.916666667,18.16666667,0.819,Offensive Rebounds (put backs),0.021,0,0
Offensive,Weakness,DominicanIL,78,Nick_LaVere,4.916666667,18.16666667,0.819,P&R Ball Handler,0.139,0.75,0.333
Offensive,Weakness,DominicanIL,78,Nick_LaVere,4.916666667,18.16666667,0.819,Spot Up,0.292,0.714,0.3
Offensive,Weakness,DominicanIL,78,Nick_LaVere,4.916666667,18.16666667,0.819,P&R Roll Man,0.007,0,
Offensive,Weakness,DominicanIL,78,Nick_LaVere,4.916666667,18.16666667,0.819,Off Screen,0.007,0,0
Offensive,Weakness,DominicanIL,78,Nick_LaVere,4.916666667,18.16666667,0.819,Miscellaneous,0.069,0.5,1
